region,district,ward,village
MANYARA,MBULU_DISTRICT_COUNCIL,NAHASEY_WARD,NAHASEY
MANYARA,MBULU_DISTRICT_COUNCIL,NAHASEY_WARD,HAYSALI
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAMILAY_WARD,ENDAMILAY
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAMILAY_WARD,ENDALAT
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAMILAY_WARD,QALODA_GANUWAY
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAMILAY_WARD,QANDACH
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAMILAY_WARD,ENDANACHAN
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAMILAY_WARD,MURKUCHIDA
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_AMPA_WARD,MANGISA
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_AMPA_WARD,YAEDA_AMPA
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_AMPA_WARD,ARRI
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_AMPA_WARD,HAYSENG
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_AMPA_WARD,LAGHANGESH
MANYARA,MBULU_DISTRICT_COUNCIL,MASQARODA_WARD,HARBANGHET
MANYARA,MBULU_DISTRICT_COUNCIL,MASQARODA_WARD,MASQARODA
MANYARA,MBULU_DISTRICT_COUNCIL,MASQARODA_WARD,GARBABI
MANYARA,MBULU_DISTRICT_COUNCIL,MASQARODA_WARD,ENDADUBU
MANYARA,MBULU_DISTRICT_COUNCIL,NAMBISI_WARD,HAYLOTO
MANYARA,MBULU_DISTRICT_COUNCIL,NAMBISI_WARD,KWERMUSL
MANYARA,MBULU_DISTRICT_COUNCIL,NAMBISI_WARD,AMOWA
MANYARA,MBULU_DISTRICT_COUNCIL,DINAMU_WARD,MAMAGI
MANYARA,MBULU_DISTRICT_COUNCIL,DINAMU_WARD,MUSLUR
MANYARA,MBULU_DISTRICT_COUNCIL,DINAMU_WARD,GENDA
MANYARA,MBULU_DISTRICT_COUNCIL,DINAMU_WARD,DIYOMAT
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMOHE_WARD,AYAMOHE
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMOHE_WARD,TANGO
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMOHE_WARD,QASHANI
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMOHE_WARD,ANSHAY
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMOHE_WARD,ISLAA
MANYARA,MBULU_DISTRICT_COUNCIL,SANU_BARAY_WARD,SANUGAWA
MANYARA,MBULU_DISTRICT_COUNCIL,SANU_BARAY_WARD,SANU_BARAY
MANYARA,MBULU_DISTRICT_COUNCIL,SANU_BARAY_WARD,SANU_KATI
MANYARA,MBULU_DISTRICT_COUNCIL,SANU_BARAY_WARD,AYAPARA
MANYARA,MBULU_DISTRICT_COUNCIL,SANU_BARAY_WARD,SANUGWANGU
MANYARA,MBULU_DISTRICT_COUNCIL,SANU_BARAY_WARD,HANTEE
MANYARA,MBULU_DISTRICT_COUNCIL,IMBORU_WARD,MADUKANI
MANYARA,MBULU_DISTRICT_COUNCIL,IMBORU_WARD,UJENZI
MANYARA,MBULU_DISTRICT_COUNCIL,IMBORU_WARD,TSEAY
MANYARA,MBULU_DISTRICT_COUNCIL,IMBORU_WARD,SANU_GILALA
MANYARA,MBULU_DISTRICT_COUNCIL,IMBORU_WARD,MARISH
MANYARA,MBULU_DISTRICT_COUNCIL,IMBORU_WARD,GIDBUGER
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAGIKOT_WARD,QESHOMON
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAGIKOT_WARD,SANU
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAGIKOT_WARD,GAWA
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAGIKOT_WARD,KHADAY
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAGIKOT_WARD,ENDAMAKS
MANYARA,MBULU_DISTRICT_COUNCIL,ENDAGIKOT_WARD,TANGO
MANYARA,MBULU_DISTRICT_COUNCIL,GETERER_WARD,GETERER
MANYARA,MBULU_DISTRICT_COUNCIL,GETERER_WARD,GETANYAMBA
MANYARA,MBULU_DISTRICT_COUNCIL,GETERER_WARD,ENDAGAW
MANYARA,MBULU_DISTRICT_COUNCIL,GETERER_WARD,MEWADAN
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDERER_WARD,SEMOYANDI
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDERER_WARD,HAYDERER
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDERER_WARD,SINGU
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDERER_WARD,GIDBIYO
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDERER_WARD,DOTINA
MANYARA,MBULU_DISTRICT_COUNCIL,ESHKESH_WARD,DOMANGA
MANYARA,MBULU_DISTRICT_COUNCIL,ESHKESH_WARD,ESHKESH
MANYARA,MBULU_DISTRICT_COUNCIL,ESHKESH_WARD,ENDAGULDA
MANYARA,MBULU_DISTRICT_COUNCIL,GIDIHIM_WARD,GUYE
MANYARA,MBULU_DISTRICT_COUNCIL,GIDIHIM_WARD,DUMANANG
MANYARA,MBULU_DISTRICT_COUNCIL,GIDIHIM_WARD,NGORAT
MANYARA,MBULU_DISTRICT_COUNCIL,GIDIHIM_WARD,GIDIHIM
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ORKESUMET_WARD,ORKESMET
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NABERERA_WARD,OKUTU
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NABERERA_WARD,LANDANAI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NABERERA_WARD,NABERERA
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NABERERA_WARD,NAMALULU
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NABERERA_WARD,LORBENE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NABERERA_WARD,LOSOKONOI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,LOIBORSIRET_WARD,LOIBORSIRET
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,LOIBORSIRET_WARD,NARAKAUO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,LOIBORSIRET_WARD,KIMOTOROK
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,EMBOREET_WARD,EMBOREETI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,EMBOREET_WARD,LEBORSOIT_A
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,EMBOREET_WARD,NYORIT
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,TERRAT_WARD,LOSWAKI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,TERRAT_WARD,TERAT
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,TERRAT_WARD,ENGONONGOI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,OLJORO_NO_5_WARD,LOSINYAI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,OLJORO_NO_5_WARD,OLJORO_NO_5
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,OLJORO_NO_5_WARD,OLBORKISHU
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,OLJORO_NO_5_WARD,LORKARE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,OLJORO_NO_5_WARD,EINOT
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,SHAMBARAI_WARD,KILOMBERO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,SHAMBARAI_WARD,OLBILI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,SHAMBARAI_WARD,SHAMBARAI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MRERANI_WARD,SONGAMBELE_A
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MRERANI_WARD,SOKONI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MRERANI_WARD,SONGAMBELE_B
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MRERANI_WARD,MRERANI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MSITU_WA_TEMBO_WARD,MSITU_WA_TEMBO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MSITU_WA_TEMBO_WARD,KIRUANI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MSITU_WA_TEMBO_WARD,OLCHORONYORI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,MSITU_WA_TEMBO_WARD,MAGADINI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NGORIKA_WARD,NGORIKA
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NGORIKA_WARD,NYUMBA_YA_MUNGU
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NGORIKA_WARD,LEMKUNA
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,LIBORSOIT_WARD,LOIBORSOIT_B
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,LIBORSOIT_WARD,NGAGE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,RUVU_REMITI_WARD,RUVU_REMITI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,RUVU_REMITI_WARD,GUNGE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,RUVU_REMITI_WARD,LERUMO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KITWAI_WARD,LOONDREKESI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KITWAI_WARD,KITWAI_B
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KITWAI_WARD,KITWAI_A
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KOMOLO_WARD,NADONJUKIN
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KOMOLO_WARD,KITIANGARE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KOMOLO_WARD,KOMOLO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,KOMOLO_WARD,SUKURO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NAISINYAI_WARD,NAISINYAI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NAISINYAI_WARD,KAMBI_YA_CHOKAA
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NAISINYAI_WARD,LENGASITI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,NAISINYAI_WARD,LOSOITO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDIAMTU_WARD,KAZAMOYO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDIAMTU_WARD,KILIMAHEWA
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDIAMTU_WARD,SEKONDARI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDIAMTU_WARD,KAIRO
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDIAMTU_WARD,ZAIRE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDONYONGIJAPE_WARD,LOLMORIJOI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDONYONGIJAPE_WARD,LANGAI
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDONYONGIJAPE_WARD,ENDONYONGIJAPE
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDONYONGIJAPE_WARD,IRKUIJIT
MANYARA,SIMANJIRO_DISTRICT_COUNCIL,ENDONYONGIJAPE_WARD,ORKIRUNGRUNG
MANYARA,KITETO_DISTRICT_COUNCIL,KIBAYA_WARD,KIBAYA_KATI
MANYARA,KITETO_DISTRICT_COUNCIL,KIBAYA_WARD,BOMA
MANYARA,KITETO_DISTRICT_COUNCIL,KIBAYA_WARD,MAFICHONI
MANYARA,KITETO_DISTRICT_COUNCIL,KIBAYA_WARD,KANISANI
MANYARA,KITETO_DISTRICT_COUNCIL,KIBAYA_WARD,NGARENARO
MANYARA,KITETO_DISTRICT_COUNCIL,PARTIMBO_WARD,MBIGIRI
MANYARA,KITETO_DISTRICT_COUNCIL,PARTIMBO_WARD,KIMANA
MANYARA,KITETO_DISTRICT_COUNCIL,PARTIMBO_WARD,PARTIMBO
MANYARA,KITETO_DISTRICT_COUNCIL,PARTIMBO_WARD,ILERA
MANYARA,KITETO_DISTRICT_COUNCIL,NJORO_WARD,NJORO
MANYARA,KITETO_DISTRICT_COUNCIL,NJORO_WARD,NDALETA
MANYARA,KITETO_DISTRICT_COUNCIL,NJORO_WARD,OLPOPONGI
MANYARA,KITETO_DISTRICT_COUNCIL,NJORO_WARD,MWANYA
MANYARA,KITETO_DISTRICT_COUNCIL,OLBOLOTI_WARD,MWITIKILA
MANYARA,KITETO_DISTRICT_COUNCIL,OLBOLOTI_WARD,KIPERESA
MANYARA,KITETO_DISTRICT_COUNCIL,OLBOLOTI_WARD,CHEKANAO
MANYARA,KITETO_DISTRICT_COUNCIL,OLBOLOTI_WARD,OLBOLOTI
MANYARA,KITETO_DISTRICT_COUNCIL,MAKAME_WARD,MAKAME
MANYARA,KITETO_DISTRICT_COUNCIL,MAKAME_WARD,RIKIUSHIOIBOR
MANYARA,KITETO_DISTRICT_COUNCIL,MAKAME_WARD,KATIKATI
MANYARA,KITETO_DISTRICT_COUNCIL,NDEDO_WARD,NDEDO
MANYARA,KITETO_DISTRICT_COUNCIL,NDEDO_WARD,NGABOLO
MANYARA,KITETO_DISTRICT_COUNCIL,KIJUNGU_WARD,KIJUNGU
MANYARA,KITETO_DISTRICT_COUNCIL,KIJUNGU_WARD,NGAPAPA
MANYARA,KITETO_DISTRICT_COUNCIL,KIJUNGU_WARD,LERUG
MANYARA,KITETO_DISTRICT_COUNCIL,LENGATEI_WARD,LENGATEI
MANYARA,KITETO_DISTRICT_COUNCIL,LENGATEI_WARD,OLKITIKIT
MANYARA,KITETO_DISTRICT_COUNCIL,LENGATEI_WARD,LESOIT
MANYARA,KITETO_DISTRICT_COUNCIL,LENGATEI_WARD,ENGANGUENGARE
MANYARA,KITETO_DISTRICT_COUNCIL,SUNYA_WARD,SUNYA
MANYARA,KITETO_DISTRICT_COUNCIL,SUNYA_WARD,OLGIRA
MANYARA,KITETO_DISTRICT_COUNCIL,SUNYA_WARD,LOLTOPES
MANYARA,KITETO_DISTRICT_COUNCIL,SUNYA_WARD,ASAMATO
MANYARA,KITETO_DISTRICT_COUNCIL,SUNYA_WARD,MESERA
MANYARA,KITETO_DISTRICT_COUNCIL,DONGO_WARD,DONGO
MANYARA,KITETO_DISTRICT_COUNCIL,DONGO_WARD,ENGUSERO_SIDANI
MANYARA,KITETO_DISTRICT_COUNCIL,DONGO_WARD,LAISERI
MANYARA,KITETO_DISTRICT_COUNCIL,SONGAMBELE_WARD,SONGAMBELE
MANYARA,KITETO_DISTRICT_COUNCIL,SONGAMBELE_WARD,ORKINE
MANYARA,KITETO_DISTRICT_COUNCIL,DOSIDOSI_WARD,ESUKUTA
MANYARA,KITETO_DISTRICT_COUNCIL,DOSIDOSI_WARD,DOSIDOSI
MANYARA,KITETO_DISTRICT_COUNCIL,DOSIDOSI_WARD,NCHINILA
MANYARA,KITETO_DISTRICT_COUNCIL,ENGUSERO_WARD,NDIRIGISHI
MANYARA,KITETO_DISTRICT_COUNCIL,ENGUSERO_WARD,NGIPA
MANYARA,KITETO_DISTRICT_COUNCIL,ENGUSERO_WARD,ENGUSERO
MANYARA,KITETO_DISTRICT_COUNCIL,ENGUSERO_WARD,NASETANI
MANYARA,KITETO_DISTRICT_COUNCIL,MATUI_WARD,MATUI
MANYARA,KITETO_DISTRICT_COUNCIL,MATUI_WARD,AZIMIO
MANYARA,KITETO_DISTRICT_COUNCIL,MATUI_WARD,SOWETO
MANYARA,KITETO_DISTRICT_COUNCIL,BWAGAMOYO_WARD,BWAGAMOYO
MANYARA,KITETO_DISTRICT_COUNCIL,BWAGAMOYO_WARD,KALOLENI
MANYARA,KITETO_DISTRICT_COUNCIL,LOOLERA_WARD,AMEI
MANYARA,KITETO_DISTRICT_COUNCIL,LOOLERA_WARD,LOOLERA
MANYARA,KITETO_DISTRICT_COUNCIL,LOOLERA_WARD,LEMBAPURI
MANYARA,KITETO_DISTRICT_COUNCIL,MAGUNGU_WARD,EMARTY
MANYARA,KITETO_DISTRICT_COUNCIL,MAGUNGU_WARD,NHATI
MANYARA,KITETO_DISTRICT_COUNCIL,MAGUNGU_WARD,MAGUNGU
MANYARA,KITETO_DISTRICT_COUNCIL,CHAPAKAZI_WARD,CHAPAKAZI
MANYARA,KITETO_DISTRICT_COUNCIL,CHAPAKAZI_WARD,OSTETI
MANYARA,KITETO_DISTRICT_COUNCIL,CHAPAKAZI_WARD,ENGUSERO_ENGINE
MANYARA,KITETO_DISTRICT_COUNCIL,NAMELOCK_WARD,LAALALA
MANYARA,KITETO_DISTRICT_COUNCIL,NAMELOCK_WARD,NJIAPANDA
MANYARA,KITETO_DISTRICT_COUNCIL,NAMELOCK_WARD,NAMELOCK
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,HANGONI
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,MAJENGO
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,BABATI_MJINI
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,KWERE
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,MAISAKA_B
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,MRARA
MANYARA,BABATI_TOWN_COUNCIL,BABATI_WARD,WAANGWARAY
MANYARA,BABATI_TOWN_COUNCIL,MUTUKA_WARD,CHEMCHEM
MANYARA,BABATI_TOWN_COUNCIL,MUTUKA_WARD,MUTUKA
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,HALLA
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,MKUYUNI_B
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,MKUYUNI_A
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,ARRI
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,MAWENI
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,BALOWA
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,ZIWANI
MANYARA,BABATI_TOWN_COUNCIL,NANGARA_WARD,NANGARA_KATI
MANYARA,BABATI_TOWN_COUNCIL,SINGE_WARD,GENDI_KUU
MANYARA,BABATI_TOWN_COUNCIL,SINGE_WARD,GENDI_BARAZANI
MANYARA,BABATI_TOWN_COUNCIL,SINGE_WARD,NYAWARI
MANYARA,BABATI_TOWN_COUNCIL,SINGE_WARD,MAJENGO_MAPYA
MANYARA,BABATI_TOWN_COUNCIL,SINGE_WARD,MANAGHAT
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,HARAA
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,HIMITI
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,DAWAR
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,BONGA_MJINI
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,WAANGBOO
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,KANDAKA
MANYARA,BABATI_TOWN_COUNCIL,BONGA_WARD,AYABADINAY
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,NAKWA
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,KOMOTO
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,NEGAMSI
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,NYANGUU
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,MJIMPYA
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,OYSTERBAY
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,NGARENARO
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,BAGARA_ZIWANI
MANYARA,BABATI_TOWN_COUNCIL,BAGARA_WARD,MIOMBONI
MANYARA,BABATI_TOWN_COUNCIL,SIGINO_WARD,SINGU
MANYARA,BABATI_TOWN_COUNCIL,SIGINO_WARD,IMBILILI
MANYARA,BABATI_TOWN_COUNCIL,SIGINO_WARD,DAGHAILOY
MANYARA,BABATI_TOWN_COUNCIL,SIGINO_WARD,SIGINO
MANYARA,BABATI_TOWN_COUNCIL,MAISAKA_WARD,MALANGI
MANYARA,BABATI_TOWN_COUNCIL,MAISAKA_WARD,KIONGOZI
MANYARA,BABATI_TOWN_COUNCIL,MAISAKA_WARD,SAWE
MANYARA,BABATI_TOWN_COUNCIL,MAISAKA_WARD,MAISAKA_KATI
MANYARA,BABATI_TOWN_COUNCIL,MAISAKA_WARD,MAISAKA_A
MANYARA,BABATI_TOWN_COUNCIL,MAISAKA_WARD,MRUKI
SINGIDA,IRAMBA_DISTRICT,URUGHU_WARD,URUGHU
SINGIDA,IRAMBA_DISTRICT,URUGHU_WARD,MASIMBA
SINGIDA,IRAMBA_DISTRICT,URUGHU_WARD,MLANDALA
SINGIDA,IRAMBA_DISTRICT,MTEKENTE_WARD,KISONGA
SINGIDA,IRAMBA_DISTRICT,MTEKENTE_WARD,LUSANGA
SINGIDA,IRAMBA_DISTRICT,MTEKENTE_WARD,MSANSAO
SINGIDA,IRAMBA_DISTRICT,MTEKENTE_WARD,UJUNGU
SINGIDA,IRAMBA_DISTRICT,MTOA_WARD,MASAGI
SINGIDA,IRAMBA_DISTRICT,MTOA_WARD,TYEME
SINGIDA,IRAMBA_DISTRICT,MTOA_WARD,MGELA
SINGIDA,IRAMBA_DISTRICT,MTOA_WARD,MTOA
SINGIDA,IRAMBA_DISTRICT,MTOA_WARD,MSAI
SINGIDA,IRAMBA_DISTRICT,MGONGO_WARD,KIZONZO
SINGIDA,IRAMBA_DISTRICT,MGONGO_WARD,MSEKO
SINGIDA,IRAMBA_DISTRICT,MGONGO_WARD,MGONGO
SINGIDA,IRAMBA_DISTRICT,SHELUI_WARD,KIBIGIRI
SINGIDA,IRAMBA_DISTRICT,SHELUI_WARD,NSELEMBWE
SINGIDA,IRAMBA_DISTRICT,SHELUI_WARD,WEMBERE
SINGIDA,IRAMBA_DISTRICT,NTWIKE_WARD,MINGELA
SINGIDA,IRAMBA_DISTRICT,NTWIKE_WARD,SHELUI_II
SINGIDA,IRAMBA_DISTRICT,NTWIKE_WARD,NTWIKE
SINGIDA,IRAMBA_DISTRICT,NTWIKE_WARD,NKONKILANGI
SINGIDA,IRAMBA_DISTRICT,NTWIKE_WARD,NSUNSU
SINGIDA,IRAMBA_DISTRICT,TULYA_WARD,MIGILANGO
SINGIDA,IRAMBA_DISTRICT,TULYA_WARD,TULYA
SINGIDA,IRAMBA_DISTRICT,TULYA_WARD,DOROMONI
SINGIDA,IRAMBA_DISTRICT,KIDARU_WARD,LUONO
SINGIDA,IRAMBA_DISTRICT,KIDARU_WARD,TYEGELO
SINGIDA,IRAMBA_DISTRICT,KIDARU_WARD,KIDARU
SINGIDA,IRAMBA_DISTRICT,KIDARU_WARD,NDURUMO
SINGIDA,IRAMBA_DISTRICT,KISIRIRI_WARD,KISIRIRI
SINGIDA,IRAMBA_DISTRICT,KISIRIRI_WARD,KISANA
SINGIDA,IRAMBA_DISTRICT,KISIRIRI_WARD,KINALILYA
SINGIDA,IRAMBA_DISTRICT,KISIRIRI_WARD,KISIMBA
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,MELI
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,TUTU
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,SHATI
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,RURUMA
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,MAMPANTA
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,KINAMBEU
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,OLD_KIOMBOI
SINGIDA,IRAMBA_DISTRICT,KIOMBOI_WARD,NEW_KIOMBOI
SINGIDA,IRAMBA_DISTRICT,KINAMPANDA_WARD,KISHARITA
SINGIDA,IRAMBA_DISTRICT,KINAMPANDA_WARD,GALANGALA
SINGIDA,IRAMBA_DISTRICT,KINAMPANDA_WARD,UWANZA
SINGIDA,IRAMBA_DISTRICT,KINAMPANDA_WARD,KYALOSANGI
SINGIDA,IRAMBA_DISTRICT,KINAMPANDA_WARD,MALUGA
SINGIDA,IRAMBA_DISTRICT,KINAMPANDA_WARD,NGANGULI
SINGIDA,IRAMBA_DISTRICT,ULEMO_WARD,MISIGIRI
SINGIDA,IRAMBA_DISTRICT,ULEMO_WARD,ULEMO
SINGIDA,IRAMBA_DISTRICT,ULEMO_WARD,KITUKUTU
SINGIDA,IRAMBA_DISTRICT,ULEMO_WARD,SIMBALUNGWALA
SINGIDA,IRAMBA_DISTRICT,ULEMO_WARD,MUKULU
SINGIDA,IRAMBA_DISTRICT,KYENGEGE_WARD,KYENGEGE
SINGIDA,IRAMBA_DISTRICT,KYENGEGE_WARD,MAKUNDA
SINGIDA,IRAMBA_DISTRICT,KYENGEGE_WARD,MUGUNDU
SINGIDA,IRAMBA_DISTRICT,NDAGO_WARD,ZINZILINGI
SINGIDA,IRAMBA_DISTRICT,NDAGO_WARD,SONGAMBELE
SINGIDA,IRAMBA_DISTRICT,NDAGO_WARD,NGUVUMALI
SINGIDA,IRAMBA_DISTRICT,MBELEKESE_WARD,MISUNA
SINGIDA,IRAMBA_DISTRICT,MBELEKESE_WARD,KIKONGE
SINGIDA,IRAMBA_DISTRICT,MBELEKESE_WARD,MBELEKESE
SINGIDA,IRAMBA_DISTRICT,MBELEKESE_WARD,USSURE
SINGIDA,IRAMBA_DISTRICT,KASELYA_WARD,MGUNGIA
SINGIDA,IRAMBA_DISTRICT,KASELYA_WARD,KASELYA
SINGIDA,IRAMBA_DISTRICT,KASELYA_WARD,NSONGA
SINGIDA,IRAMBA_DISTRICT,NDULUNGU_WARD,NDULUNGU
SINGIDA,IRAMBA_DISTRICT,NDULUNGU_WARD,MWANDUIGEMBE
SINGIDA,SINGIDA_RURAL_DISTRICT,MUDIDA_WARD,KIBAONI
SINGIDA,SINGIDA_RURAL_DISTRICT,MUDIDA_WARD,MUDIDA
SINGIDA,SINGIDA_RURAL_DISTRICT,MUDIDA_WARD,MIGUGU
SINGIDA,SINGIDA_RURAL_DISTRICT,MUDIDA_WARD,MPIPITI
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,MAKURO
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,GHALUNYANGU
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,MATUMBO
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,MKENGE
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,NGONGOA_MPOKU
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,MIKUYU
SINGIDA,SINGIDA_RURAL_DISTRICT,MAKURO_WARD,MWALALA
SINGIDA,SINGIDA_RURAL_DISTRICT,IKHANODA_WARD,MSIMIHI
SINGIDA,SINGIDA_RURAL_DISTRICT,IKHANODA_WARD,IKHANODA
SINGIDA,SINGIDA_RURAL_DISTRICT,IKHANODA_WARD,MJUGHUDA
SINGIDA,SINGIDA_RURAL_DISTRICT,MWASAUYA_WARD,NGAMU
SINGIDA,SINGIDA_RURAL_DISTRICT,MWASAUYA_WARD,MDILU
SINGIDA,SINGIDA_RURAL_DISTRICT,MWASAUYA_WARD,MWASAUYA
SINGIDA,SINGIDA_RURAL_DISTRICT,MSANGE_WARD,MSANGE
